n_patients	median_early_minus_ip_detected_percentage_points	min_early_minus_ip_detected_percentage_points	max_early_minus_ip_detected_percentage_points	median_very_late_minus_early_detected_percentage_points	min_very_late_minus_early_detected_percentage_points	max_very_late_minus_early_detected_percentage_points	direction_concordant_early_increase	direction_concordant_very_late_decrease
4	12.401446	8.6668218	14.91239	-21.704881	-25.59891	-17.78833	True	True
